"Cell line","Culture","Pool","Dose","Vehicle","log2-fold change","Viability"
"A172_CENTRAL_NERVOUS_SYSTEM","PR500","P105","0.5556","DMSO","0.147","1.11"
"LOUNH91_LUNG","PR500","P112","15","DMSO","0.147","1.11"
"SKES1_BONE","PR500","P113","1.667","DMSO","0.157","1.11"
"HCC56_LARGE_INTESTINE","PR500","P113","15","DMSO","0.149","1.11"
"NCIH2170_LUNG","PR500","P117","15","DMSO","0.146","1.11"
"TE14_OESOPHAGUS","PR500","P118","15","DMSO","0.154","1.11"
"TUHR4TKB_KIDNEY","PR500","P120","0.5556","DMSO","0.157","1.11"
"TUHR4TKB_KIDNEY","PR500","P120","15","DMSO","0.146","1.11"
"SNU869_BILIARY_TRACT","PR500","P120","1.667","DMSO","0.149","1.11"
"NCIH1355_LUNG","PR500","P110","1.667","DMSO","0.153","1.11"
"COV434_OVARY","PR500","P119","1.667","DMSO","0.145","1.11"
"L33_PANCREAS","PR500","P101","15","DMSO","0.153","1.11"
"SF295_CENTRAL_NERVOUS_SYSTEM","PR500","P101","5","DMSO","0.152","1.11"
"KURAMOCHI_OVARY","PR500","P108","15","DMSO","0.16","1.12"
"A101D_SKIN","PR500","P103","15","DMSO","0.169","1.12"
"OV7_OVARY","PR500","P103","0.5556","DMSO","0.161","1.12"
"LCLC103H_LUNG","PR500","P106","15","DMSO","0.158","1.12"
"HCC4006_LUNG","PR500","P106","15","DMSO","0.16","1.12"
"JHUEM2_ENDOMETRIUM","PR500","P106","45","DMSO","0.165","1.12"
"JHUEM2_ENDOMETRIUM","PR500","P106","5","DMSO","0.162","1.12"
"PK1_PANCREAS","PR500","P106","15","DMSO","0.164","1.12"
"CALU6_LUNG","PR500","P113","15","DMSO","0.168","1.12"
"HEC59_ENDOMETRIUM","PR500","P115","45","DMSO","0.167","1.12"
"NCIH1944_LUNG","PR500","P115","15","DMSO","0.166","1.12"
"HPAC_PANCREAS","PR500","P104","1.667","DMSO","0.165","1.12"
"HUH7_LIVER","PR500","P109","1.667","DMSO","0.165","1.12"
"HCT15_LARGE_INTESTINE","PR500","P104","1.667","DMSO","0.163","1.12"
"HCT15_LARGE_INTESTINE","PR500","P104","15","DMSO","0.164","1.12"
"HCC15_LUNG","PR500","P110","15","DMSO","0.162","1.12"
"SIMA_AUTONOMIC_GANGLIA","PR500","P113","15","DMSO","0.165","1.12"
"IPC298_SKIN","PR500","P118","15","DMSO","0.161","1.12"
"HUH28_BILIARY_TRACT","PR500","P120","15","DMSO","0.169","1.12"
"NCIH2228_LUNG","PR500","P120","45","DMSO","0.161","1.12"
"UACC257_SKIN","PR500","P118","15","DMSO","0.167","1.12"
"SCC25_UPPER_AERODIGESTIVE_TRACT","PR500","P118","5","DMSO","0.166","1.12"
"NCIH1650_LUNG","PR500","P112","5","DMSO","0.167","1.12"
"SNU410_PANCREAS","PR500","P116","5","DMSO","0.168","1.12"
"RCC10RGB_KIDNEY","PR500","P119","45","DMSO","0.161","1.12"
"DKMG_CENTRAL_NERVOUS_SYSTEM","PR500","P119","15","DMSO","0.168","1.12"
"BT549_BREAST","PR500","P119","15","DMSO","0.168","1.12"
"BT549_BREAST","PR500","P119","45","DMSO","0.157","1.12"
"OV56_OVARY","PR500","P116","15","DMSO","0.164","1.12"
"MDAMB175VII_BREAST","PR500","P116","1.667","DMSO","0.158","1.12"
"5637_URINARY_TRACT","PR500","P107","15","DMSO","0.157","1.12"
"YD15_SALIVARY_GLAND","PR500","P101","45","DMSO","0.162","1.12"
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","PR500","P101","45","DMSO","0.158","1.12"
"CAL12T_LUNG","PR500","P101","5","DMSO","0.17","1.12"
"SNU1077_ENDOMETRIUM","PR500","P102","0.5556","DMSO","0.17","1.13"
"SJSA1_BONE","PR500","P102","15","DMSO","0.179","1.13"
"A2058_SKIN","PR500","P102","15","DMSO","0.181","1.13"
"LI7_LIVER","PR500","P102","15","DMSO","0.179","1.13"
"T47D_BREAST","PR500","P114","15","DMSO","0.172","1.13"
"H4_CENTRAL_NERVOUS_SYSTEM","PR500","P104","1.667","DMSO","0.175","1.13"
"H4_CENTRAL_NERVOUS_SYSTEM","PR500","P104","15","DMSO","0.177","1.13"
"KMBC2_URINARY_TRACT","PR500","P104","15","DMSO","0.175","1.13"
"NCIH838_LUNG","PR500","P104","15","DMSO","0.182","1.13"
"NCIH2452_PLEURA","PR500","P117","15","DMSO","0.18","1.13"
"SNU719_STOMACH","PR500","P120","15","DMSO","0.174","1.13"
"SNB75_CENTRAL_NERVOUS_SYSTEM","PR500","P110","5","DMSO","0.179","1.13"
"NCIH2347_LUNG","PR500","P119","5","DMSO","0.182","1.13"
"TT_THYROID","PR500","P120","1.667","DMSO","0.18","1.13"
"HEYA8_OVARY","PR500","P101","15","DMSO","0.172","1.13"
"L33_PANCREAS","PR500","P101","45","DMSO","0.173","1.13"
"42MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P102","15","DMSO","0.189","1.14"
"SW1353_BONE","PR500","P103","15","DMSO","0.19","1.14"
"BHT101_THYROID","PR500","P103","15","DMSO","0.195","1.14"
"SNU61_LARGE_INTESTINE","PR500","P103","45","DMSO","0.188","1.14"
"SKOV3_OVARY","PR500","P106","45","DMSO","0.186","1.14"
"SNUC4_LARGE_INTESTINE","PR500","P114","45","DMSO","0.186","1.14"
"SNGM_ENDOMETRIUM","PR500","P110","1.667","DMSO","0.19","1.14"
"SNGM_ENDOMETRIUM","PR500","P110","15","DMSO","0.191","1.14"
"SNU668_STOMACH","PR500","P112","5","DMSO","0.185","1.14"
"BC3C_URINARY_TRACT","PR500","P105","1.667","DMSO","0.184","1.14"
"SW579_THYROID","PR500","P112","5","DMSO","0.188","1.14"
"HUCCT1_BILIARY_TRACT","PR500","P113","15","DMSO","0.193","1.14"
"OSRC2_KIDNEY","PR500","P117","45","DMSO","0.191","1.14"
"HUPT3_PANCREAS","PR500","P117","5","DMSO","0.185","1.14"
"8MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P105","45","DMSO","0.183","1.14"
"MCF7_BREAST","PR500","P116","15","DMSO","0.194","1.14"
"SCC25_UPPER_AERODIGESTIVE_TRACT","PR500","P118","15","DMSO","0.187","1.14"
"HCC1937_BREAST","PR500","P120","15","DMSO","0.183","1.14"
"OVISE_OVARY","PR500","P116","5","DMSO","0.193","1.14"
"SKMEL2_SKIN","PR500","P119","5","DMSO","0.19","1.14"
"MELHO_SKIN","PR500","P110","1.667","DMSO","0.19","1.14"
"CAOV3_OVARY","PR500","P119","15","DMSO","0.19","1.14"
"SH10TC_STOMACH","PR500","P119","45","DMSO","0.193","1.14"
"SNU1079_BILIARY_TRACT","PR500","P119","0.5556","DMSO","0.183","1.14"
"EWS502_BONE","PR500","P116","45","DMSO","0.188","1.14"
"LC1SQSF_LUNG","PR500","P111","0.5556","DMSO","0.191","1.14"
"CAL62_THYROID","PR500","P101","15","DMSO","0.186","1.14"
"G401_SOFT_TISSUE","PR500","P108","15","DMSO","0.204","1.15"
"FTC133_THYROID","PR500","P102","15","DMSO","0.198","1.15"
"SNU761_LIVER","PR500","P107","15","DMSO","0.196","1.15"
"SKNBE2_AUTONOMIC_GANGLIA","PR500","P106","15","DMSO","0.207","1.15"
"HUH6_LIVER","PR500","P114","0.5556","DMSO","0.199","1.15"
"EFM192A_BREAST","PR500","P115","15","DMSO","0.207","1.15"
"NCIH2077_LUNG","PR500","P118","1.667","DMSO","0.2","1.15"
"ONS76_CENTRAL_NERVOUS_SYSTEM","PR500","P104","15","DMSO","0.207","1.15"
"SNU398_LIVER","PR500","P109","45","DMSO","0.198","1.15"
"CAL120_BREAST","PR500","P110","5","DMSO","0.202","1.15"
"EBC1_LUNG","PR500","P113","1.667","DMSO","0.201","1.15"
"IPC298_SKIN","PR500","P118","45","DMSO","0.203","1.15"
"BICR16_UPPER_AERODIGESTIVE_TRACT","PR500","P118","1.667","DMSO","0.203","1.15"
"UBLC1_URINARY_TRACT","PR500","P120","15","DMSO","0.204","1.15"
"RERFLCAD1_LUNG","PR500","P119","1.667","DMSO","0.202","1.15"
"LC1SQSF_LUNG","PR500","P111","1.667","DMSO","0.205","1.15"
"HGC27_STOMACH","PR500","P101","1.667","DMSO","0.207","1.15"
"DMS273_LUNG","PR500","P101","45","DMSO","0.208","1.15"
"NCIH596_LUNG","PR500","P115","1.667","DMSO","0.217","1.16"
"SNU1077_ENDOMETRIUM","PR500","P102","15","DMSO","0.211","1.16"
"NCIH520_LUNG","PR500","P103","45","DMSO","0.213","1.16"
"SNU466_CENTRAL_NERVOUS_SYSTEM","PR500","P116","45","DMSO","0.213","1.16"
"NCIH1568_LUNG","PR500","P115","45","DMSO","0.213","1.16"
"CL34_LARGE_INTESTINE","PR500","P115","45","DMSO","0.215","1.16"
"253JBV_URINARY_TRACT","PR500","P104","5","DMSO","0.212","1.16"
"SUIT2_PANCREAS","PR500","P104","15","DMSO","0.22","1.16"
"T98G_CENTRAL_NERVOUS_SYSTEM","PR500","P109","15","DMSO","0.21","1.16"
"SNU1066_UPPER_AERODIGESTIVE_TRACT","PR500","P105","45","DMSO","0.219","1.16"
"NCIH1648_LUNG","PR500","P110","15","DMSO","0.215","1.16"
"SW579_THYROID","PR500","P112","15","DMSO","0.215","1.16"
"NCIH2023_LUNG","PR500","P105","45","DMSO","0.218","1.16"
"COLO741_SKIN","PR500","P116","45","DMSO","0.211","1.16"
"HEC108_ENDOMETRIUM","PR500","P116","15","DMSO","0.208","1.16"
"YD8_UPPER_AERODIGESTIVE_TRACT","PR500","P105","15","DMSO","0.209","1.16"
"U118MG_CENTRAL_NERVOUS_SYSTEM","PR500","P120","15","DMSO","0.213","1.16"
"WM2664_SKIN","PR500","P111","15","DMSO","0.215","1.16"
"NCIH2347_LUNG","PR500","P119","15","DMSO","0.219","1.16"
"U2OS_BONE","PR500","P111","5","DMSO","0.211","1.16"
"SW948_LARGE_INTESTINE","PR500","P111","1.667","DMSO","0.219","1.16"
"HEC1A_ENDOMETRIUM","PR500","P107","45","DMSO","0.23","1.17"
"G401_SOFT_TISSUE","PR500","P108","5","DMSO","0.222","1.17"
"ACCMESO1_PLEURA","PR500","P102","15","DMSO","0.23","1.17"
"RL952_ENDOMETRIUM","PR500","P103","1.667","DMSO","0.223","1.17"
"SNU761_LIVER","PR500","P107","1.667","DMSO","0.229","1.17"
"TCCSUP_URINARY_TRACT","PR500","P114","5","DMSO","0.226","1.17"
"FTC238_THYROID","PR500","P104","5","DMSO","0.229","1.17"
"TT_OESOPHAGUS","PR500","P110","45","DMSO","0.224","1.17"
"SW579_THYROID","PR500","P112","45","DMSO","0.221","1.17"
"SKES1_BONE","PR500","P113","15","DMSO","0.228","1.17"
"MDAMB436_BREAST","PR500","P113","15","DMSO","0.225","1.17"
"RH30_SOFT_TISSUE","PR500","P105","15","DMSO","0.228","1.17"
"NCIH2110_LUNG","PR500","P117","1.667","DMSO","0.232","1.17"
"GP2D_LARGE_INTESTINE","PR500","P118","1.667","DMSO","0.226","1.17"
"IM95_STOMACH","PR500","P118","0.5556","DMSO","0.225","1.17"
"ISTMES1_PLEURA","PR500","P120","15","DMSO","0.224","1.17"
"SNU869_BILIARY_TRACT","PR500","P120","15","DMSO","0.221","1.17"
"MHHES1_BONE","PR500","P111","15","DMSO","0.224","1.17"
"MDAMB175VII_BREAST","PR500","P116","45","DMSO","0.228","1.17"
"LS411N_LARGE_INTESTINE","PR500","P111","15","DMSO","0.221","1.17"
"G292CLONEA141B1_BONE","PR500","P108","5","DMSO","0.235","1.18"
"JHH4_LIVER","PR500","P108","1.667","DMSO","0.235","1.18"
"NCIH2052_PLEURA","PR500","P108","15","DMSO","0.238","1.18"
"NCIH596_LUNG","PR500","P115","15","DMSO","0.243","1.18"
"RMGI_OVARY","PR500","P103","45","DMSO","0.235","1.18"
"HCC1195_LUNG","PR500","P112","15","DMSO","0.24","1.18"
"NCIH650_LUNG","PR500","P117","45","DMSO","0.242","1.18"
"TE10_OESOPHAGUS","PR500","P118","5","DMSO","0.233","1.18"
"HARA_LUNG","PR500","P111","0.5556","DMSO","0.245","1.18"
"YH13_CENTRAL_NERVOUS_SYSTEM","PR500","P108","1.667","DMSO","0.254","1.19"
"GAMG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","45","DMSO","0.246","1.19"
"NCIH1563_LUNG","PR500","P106","15","DMSO","0.25","1.19"
"JHOM1_OVARY","PR500","P116","15","DMSO","0.255","1.19"
"SNU245_BILIARY_TRACT","PR500","P106","1.667","DMSO","0.255","1.19"
"LMSU_STOMACH","PR500","P114","15","DMSO","0.247","1.19"
"NCIH1793_LUNG","PR500","P107","5","DMSO","0.246","1.19"
"HCC1419_BREAST","PR500","P115","45","DMSO","0.246","1.19"
"NCIH1944_LUNG","PR500","P115","45","DMSO","0.257","1.19"
"BXPC3_PANCREAS","PR500","P104","45","DMSO","0.25","1.19"
"SW780_URINARY_TRACT","PR500","P109","45","DMSO","0.247","1.19"
"EN_ENDOMETRIUM","PR500","P112","1.667","DMSO","0.248","1.19"
"BC3C_URINARY_TRACT","PR500","P105","45","DMSO","0.251","1.19"
"NCIH1435_LUNG","PR500","P113","45","DMSO","0.253","1.19"
"SNU81_LARGE_INTESTINE","PR500","P117","45","DMSO","0.255","1.19"
"SKNAS_AUTONOMIC_GANGLIA","PR500","P116","5","DMSO","0.247","1.19"
"SKMEL5_SKIN","PR500","P120","45","DMSO","0.257","1.19"
"PANC0327_PANCREAS","PR500","P120","45","DMSO","0.256","1.19"
"S117_THYROID","PR500","P110","45","DMSO","0.257","1.19"
"HGC27_STOMACH","PR500","P101","15","DMSO","0.255","1.19"
"KYSE30_OESOPHAGUS","PR500","P108","15","DMSO","0.267","1.2"
"MKN1_STOMACH","PR500","P106","15","DMSO","0.26","1.2"
"TCCSUP_URINARY_TRACT","PR500","P114","1.667","DMSO","0.267","1.2"
"OVTOKO_OVARY","PR500","P114","45","DMSO","0.261","1.2"
"SKMEL30_SKIN","PR500","P114","15","DMSO","0.263","1.2"
"LOVO_LARGE_INTESTINE","PR500","P109","5","DMSO","0.261","1.2"
"HUH7_LIVER","PR500","P109","15","DMSO","0.26","1.2"
"KU1919_URINARY_TRACT","PR500","P104","15","DMSO","0.266","1.2"
"JMSU1_URINARY_TRACT","PR500","P110","45","DMSO","0.264","1.2"
"MELJUSO_SKIN","PR500","P112","15","DMSO","0.267","1.2"
"KNS81_CENTRAL_NERVOUS_SYSTEM","PR500","P117","15","DMSO","0.258","1.2"
"MFE319_ENDOMETRIUM","PR500","P118","45","DMSO","0.265","1.2"
"SNU46_UPPER_AERODIGESTIVE_TRACT","PR500","P120","15","DMSO","0.265","1.2"
"NCIH226_LUNG","PR500","P119","45","DMSO","0.26","1.2"
"IALM_LUNG","PR500","P119","5","DMSO","0.266","1.2"
"MON_SOFT_TISSUE","PR500","P118","15","DMSO","0.263","1.2"
"5637_URINARY_TRACT","PR500","P107","5","DMSO","0.262","1.2"
"HLF_LIVER","PR500","P101","5","DMSO","0.266","1.2"
"UO31_KIDNEY","PR500","P101","15","DMSO","0.263","1.2"
"G361_SKIN","PR500","P101","1.667","DMSO","0.26","1.2"
"IGR1_SKIN","PR500","P102","45","DMSO","0.276","1.21"
"NCIN87_STOMACH","PR500","P107","5","DMSO","0.272","1.21"
"HS939T_SKIN","PR500","P114","1.667","DMSO","0.276","1.21"
"HS939T_SKIN","PR500","P114","15","DMSO","0.279","1.21"
"BXPC3_PANCREAS","PR500","P104","0.5556","DMSO","0.277","1.21"
"A172_CENTRAL_NERVOUS_SYSTEM","PR500","P105","15","DMSO","0.273","1.21"
"CAMA1_BREAST","PR500","P113","45","DMSO","0.269","1.21"
"ABC1_LUNG","PR500","P113","45","DMSO","0.271","1.21"
"OUMS23_LARGE_INTESTINE","PR500","P113","45","DMSO","0.276","1.21"
"TE10_OESOPHAGUS","PR500","P118","15","DMSO","0.271","1.21"
"SNU410_PANCREAS","PR500","P116","0.5556","DMSO","0.273","1.21"
"TT_THYROID","PR500","P120","45","DMSO","0.274","1.21"
"SH4_SKIN","PR500","P111","45","DMSO","0.273","1.21"
"LC1SQSF_LUNG","PR500","P111","45","DMSO","0.272","1.21"
"SW948_LARGE_INTESTINE","PR500","P111","15","DMSO","0.274","1.21"
"KYSE70_OESOPHAGUS","PR500","P101","45","DMSO","0.281","1.21"
"KYSE70_OESOPHAGUS","PR500","P101","5","DMSO","0.28","1.21"
"YD10B_UPPER_AERODIGESTIVE_TRACT","PR500","P101","15","DMSO","0.274","1.21"
"JHOC5_OVARY","PR500","P102","1.667","DMSO","0.292","1.22"
"PANC1_PANCREAS","PR500","P106","15","DMSO","0.286","1.22"
"YD38_UPPER_AERODIGESTIVE_TRACT","PR500","P102","15","DMSO","0.284","1.22"
"OV7_OVARY","PR500","P103","5","DMSO","0.286","1.22"
"NCIH1573_LUNG","PR500","P106","15","DMSO","0.285","1.22"
"NUGC4_STOMACH","PR500","P106","15","DMSO","0.284","1.22"
"PK1_PANCREAS","PR500","P106","45","DMSO","0.292","1.22"
"SKLU1_LUNG","PR500","P106","5","DMSO","0.283","1.22"
"RT112_URINARY_TRACT","PR500","P112","15","DMSO","0.286","1.22"
"LOUNH91_LUNG","PR500","P112","5","DMSO","0.285","1.22"
"MKN45_STOMACH","PR500","P113","15","DMSO","0.286","1.22"
"ABC1_LUNG","PR500","P113","5","DMSO","0.29","1.22"
"SNU1041_UPPER_AERODIGESTIVE_TRACT","PR500","P118","45","DMSO","0.284","1.22"
"ISTMES1_PLEURA","PR500","P120","1.667","DMSO","0.288","1.22"
"TUHR4TKB_KIDNEY","PR500","P120","45","DMSO","0.285","1.22"
"HS294T_SKIN","PR500","P110","45","DMSO","0.289","1.22"
"A704_KIDNEY","PR500","P108","45","DMSO","0.302","1.23"
"HEC59_ENDOMETRIUM","PR500","P115","15","DMSO","0.294","1.23"
"NCIH2077_LUNG","PR500","P118","45","DMSO","0.303","1.23"
"LN229_CENTRAL_NERVOUS_SYSTEM","PR500","P109","5","DMSO","0.298","1.23"
"HSC2_UPPER_AERODIGESTIVE_TRACT","PR500","P109","15","DMSO","0.302","1.23"
"K029AX_SKIN","PR500","P112","15","DMSO","0.298","1.23"
"SNU1196_BILIARY_TRACT","PR500","P113","15","DMSO","0.296","1.23"
"COLO741_SKIN","PR500","P116","1.667","DMSO","0.293","1.23"
"UACC257_SKIN","PR500","P118","5","DMSO","0.302","1.23"
"HARA_LUNG","PR500","P111","15","DMSO","0.302","1.23"
"WM1799_SKIN","PR500","P111","5","DMSO","0.302","1.23"
"J82_URINARY_TRACT","PR500","P108","45","DMSO","0.307","1.24"
"IGR37_SKIN","PR500","P102","45","DMSO","0.307","1.24"
"SNU668_STOMACH","PR500","P112","45","DMSO","0.31","1.24"
"EBC1_LUNG","PR500","P113","5","DMSO","0.315","1.24"
"NCIH23_LUNG","PR500","P117","15","DMSO","0.308","1.24"
"ONCODG1_OVARY","PR500","P120","15","DMSO","0.315","1.24"
"HCC827_LUNG","PR500","P107","5","DMSO","0.32","1.25"
"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","PR500","P106","45","DMSO","0.317","1.25"
"HEC59_ENDOMETRIUM","PR500","P115","5","DMSO","0.316","1.25"
"253J_URINARY_TRACT","PR500","P104","45","DMSO","0.322","1.25"
"TE8_OESOPHAGUS","PR500","P104","5","DMSO","0.325","1.25"
"MDAMB435S_SKIN","PR500","P110","5","DMSO","0.318","1.25"
"DV90_LUNG","PR500","P111","15","DMSO","0.317","1.25"
"EWS502_BONE","PR500","P116","15","DMSO","0.323","1.25"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","PR500","P106","45","DMSO","0.328","1.26"
"KMRC1_KIDNEY","PR500","P106","45","DMSO","0.339","1.26"
"KMRC1_KIDNEY","PR500","P106","5","DMSO","0.338","1.26"
"NCIH727_LUNG","PR500","P115","5","DMSO","0.332","1.26"
"CL34_LARGE_INTESTINE","PR500","P115","5","DMSO","0.337","1.26"
"LK2_LUNG","PR500","P116","5","DMSO","0.329","1.26"
"ESS1_ENDOMETRIUM","PR500","P105","1.667","DMSO","0.333","1.26"
"SIMA_AUTONOMIC_GANGLIA","PR500","P113","5","DMSO","0.329","1.26"
"NCIH446_LUNG","PR500","P117","45","DMSO","0.336","1.26"
"HEC6_ENDOMETRIUM","PR500","P118","5","DMSO","0.336","1.26"
"NCIH1915_LUNG","PR500","P120","15","DMSO","0.335","1.26"
"DKMG_CENTRAL_NERVOUS_SYSTEM","PR500","P119","5","DMSO","0.338","1.26"
"OE19_OESOPHAGUS","PR500","P111","5","DMSO","0.333","1.26"
"NCIH596_LUNG","PR500","P115","5","DMSO","0.34","1.27"
"TOV112D_OVARY","PR500","P102","1.667","DMSO","0.34","1.27"
"KYSE180_OESOPHAGUS","PR500","P106","15","DMSO","0.35","1.27"
"NCIN87_STOMACH","PR500","P107","15","DMSO","0.347","1.27"
"HUH6_LIVER","PR500","P114","45","DMSO","0.34","1.27"
"ONS76_CENTRAL_NERVOUS_SYSTEM","PR500","P104","45","DMSO","0.346","1.27"
"SW780_URINARY_TRACT","PR500","P109","1.667","DMSO","0.342","1.27"
"A673_BONE","PR500","P109","15","DMSO","0.341","1.27"
"OC316_OVARY","PR500","P105","45","DMSO","0.346","1.27"
"HCC1195_LUNG","PR500","P112","1.667","DMSO","0.348","1.27"
"KNS81_CENTRAL_NERVOUS_SYSTEM","PR500","P117","5","DMSO","0.344","1.27"
"MPP89_PLEURA","PR500","P105","0.5556","DMSO","0.349","1.27"
"MFE319_ENDOMETRIUM","PR500","P118","5","DMSO","0.344","1.27"
"TEN_ENDOMETRIUM","PR500","P119","5","DMSO","0.347","1.27"
"HEC1A_ENDOMETRIUM","PR500","P107","5","DMSO","0.36","1.28"
"SNU407_LARGE_INTESTINE","PR500","P108","5","DMSO","0.352","1.28"
"SW837_LARGE_INTESTINE","PR500","P108","15","DMSO","0.353","1.28"
"RL952_ENDOMETRIUM","PR500","P103","5","DMSO","0.357","1.28"
"MSTO211H_PLEURA","PR500","P114","5","DMSO","0.354","1.28"
"KU1919_URINARY_TRACT","PR500","P104","5","DMSO","0.351","1.28"
"RKN_SOFT_TISSUE","PR500","P109","15","DMSO","0.351","1.28"
"DKMG_CENTRAL_NERVOUS_SYSTEM","PR500","P119","45","DMSO","0.352","1.28"
"HCC827_LUNG","PR500","P107","45","DMSO","0.369","1.29"
"TT2609C02_THYROID","PR500","P103","5","DMSO","0.37","1.29"
"CALU1_LUNG","PR500","P106","5","DMSO","0.366","1.29"
"NCIH727_LUNG","PR500","P115","1.667","DMSO","0.366","1.29"
"786O_KIDNEY","PR500","P104","45","DMSO","0.365","1.29"
"BXPC3_PANCREAS","PR500","P104","5","DMSO","0.363","1.29"
"NB1_AUTONOMIC_GANGLIA","PR500","P105","5","DMSO","0.373","1.29"
"HOS_BONE","PR500","P113","5","DMSO","0.368","1.29"
"SNU81_LARGE_INTESTINE","PR500","P117","0.5556","DMSO","0.37","1.29"
"SNU308_BILIARY_TRACT","PR500","P118","5","DMSO","0.367","1.29"
"OVISE_OVARY","PR500","P116","45","DMSO","0.362","1.29"
"EFO21_OVARY","PR500","P116","5","DMSO","0.362","1.29"
"EWS502_BONE","PR500","P116","5","DMSO","0.367","1.29"
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","PR500","P101","5","DMSO","0.365","1.29"
"COLO668_LUNG","PR500","P103","45","DMSO","0.379","1.3"
"8505C_THYROID","PR500","P107","5","DMSO","0.38","1.3"
"TE6_OESOPHAGUS","PR500","P115","45","DMSO","0.383","1.3"
"MKN7_STOMACH","PR500","P115","45","DMSO","0.378","1.3"
"786O_KIDNEY","PR500","P104","5","DMSO","0.378","1.3"
"OC314_OVARY","PR500","P109","45","DMSO","0.376","1.3"
"MDAMB231_BREAST","PR500","P112","5","DMSO","0.374","1.3"
"ESS1_ENDOMETRIUM","PR500","P105","15","DMSO","0.382","1.3"
"NCIH2452_PLEURA","PR500","P117","45","DMSO","0.374","1.3"
"SW1271_LUNG","PR500","P117","5","DMSO","0.377","1.3"
"HUH28_BILIARY_TRACT","PR500","P120","45","DMSO","0.373","1.3"
"BICR16_UPPER_AERODIGESTIVE_TRACT","PR500","P118","15","DMSO","0.376","1.3"
"769P_KIDNEY","PR500","P118","45","DMSO","0.38","1.3"
"SNB75_CENTRAL_NERVOUS_SYSTEM","PR500","P110","15","DMSO","0.376","1.3"
"CAOV3_OVARY","PR500","P119","45","DMSO","0.382","1.3"
"TM87_SOFT_TISSUE","PR500","P116","5","DMSO","0.383","1.3"
"SNU407_LARGE_INTESTINE","PR500","P108","45","DMSO","0.393","1.31"
"SNU840_OVARY","PR500","P107","45","DMSO","0.392","1.31"
"G292CLONEA141B1_BONE","PR500","P108","1.667","DMSO","0.389","1.31"
"HS766T_PANCREAS","PR500","P108","15","DMSO","0.395","1.31"
"42MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P102","5","DMSO","0.392","1.31"
"GB1_CENTRAL_NERVOUS_SYSTEM","PR500","P107","0.5556","DMSO","0.386","1.31"
"SNU761_LIVER","PR500","P107","5","DMSO","0.387","1.31"
"PK59_PANCREAS","PR500","P114","15","DMSO","0.395","1.31"
"HS939T_SKIN","PR500","P114","5","DMSO","0.388","1.31"
"NCIH1651_LUNG","PR500","P109","45","DMSO","0.394","1.31"
"BICR56_UPPER_AERODIGESTIVE_TRACT","PR500","P117","45","DMSO","0.386","1.31"
"MCF7_BREAST","PR500","P116","45","DMSO","0.392","1.31"
"RERFLCAD1_LUNG","PR500","P119","15","DMSO","0.388","1.31"
"LNCAPCLONEFGC_PROSTATE","PR500","P120","45","DMSO","0.388","1.31"
"22RV1_PROSTATE","PR500","P111","1.667","DMSO","0.39","1.31"
"FTC133_THYROID","PR500","P102","45","DMSO","0.398","1.32"
"HEC1B_ENDOMETRIUM","PR500","P103","5","DMSO","0.402","1.32"
"CADOES1_BONE","PR500","P103","5","DMSO","0.405","1.32"
"HCC78_LUNG","PR500","P109","5","DMSO","0.396","1.32"
"NB1_AUTONOMIC_GANGLIA","PR500","P105","45","DMSO","0.395","1.32"
"SW1088_CENTRAL_NERVOUS_SYSTEM","PR500","P116","1.667","DMSO","0.402","1.32"
"MPP89_PLEURA","PR500","P105","5","DMSO","0.397","1.32"
"SF539_CENTRAL_NERVOUS_SYSTEM","PR500","P105","1.667","DMSO","0.397","1.32"
"8305C_THYROID","PR500","P118","5","DMSO","0.399","1.32"
"TT_THYROID","PR500","P120","15","DMSO","0.401","1.32"
"HLF_LIVER","PR500","P101","15","DMSO","0.397","1.32"
"EFO27_OVARY","PR500","P102","45","DMSO","0.407","1.33"
"SNU245_BILIARY_TRACT","PR500","P106","5","DMSO","0.416","1.33"
"KMRC3_KIDNEY","PR500","P115","45","DMSO","0.406","1.33"
"NCIH1648_LUNG","PR500","P110","45","DMSO","0.408","1.33"
"LS180_LARGE_INTESTINE","PR500","P113","5","DMSO","0.407","1.33"
"GP2D_LARGE_INTESTINE","PR500","P118","45","DMSO","0.412","1.33"
"8305C_THYROID","PR500","P118","45","DMSO","0.414","1.33"
"MON_SOFT_TISSUE","PR500","P118","45","DMSO","0.416","1.33"
"HS939T_SKIN","PR500","P114","45","DMSO","0.418","1.34"
"253JBV_URINARY_TRACT","PR500","P104","45","DMSO","0.419","1.34"
"OC316_OVARY","PR500","P105","5","DMSO","0.422","1.34"
"ACHN_KIDNEY","PR500","P110","5","DMSO","0.419","1.34"
"SF295_CENTRAL_NERVOUS_SYSTEM","PR500","P101","15","DMSO","0.42","1.34"
"HS766T_PANCREAS","PR500","P108","45","DMSO","0.437","1.35"
"JHOC5_OVARY","PR500","P102","5","DMSO","0.435","1.35"
